Date,Open,High,Low,Close,Volume
"02/22/2024,""113.46"",""114.27"",""113.38"",""114.14"",""20,842"""
"02/21/2024,""112.57"",""112.65"",""112.30"",""112.39"",""11,720"""
"02/20/2024,""113.23"",""113.26"",""112.34"",""112.50"",""7,792"""
"02/19/2024,""113.30"",""113.64"",""113.26"",""113.51"",""6,556"""
"02/16/2024,""113.81"",""113.99"",""113.38"",""113.67"",""9,854"""
"02/15/2024,""113.40"",""113.52"",""112.93"",""113.14"",""17,465"""
"02/14/2024,""112.57"",""113.00"",""112.52"",""112.70"",""11,505"""
"02/13/2024,""113.31"",""113.38"",""112.10"",""112.45"",""9,734"""
"02/12/2024,""112.88"",""113.60"",""112.81"",""113.60"",""12,101"""
"02/09/2024,""112.57"",""112.87"",""112.45"",""112.58"",""34,006"""
"02/08/2024,""112.55"",""112.78"",""112.40"",""112.41"",""17,649"""
"02/07/2024,""112.05"",""112.66"",""111.91"",""112.46"",""11,565"""
"02/06/2024,""112.00"",""112.22"",""111.70"",""112.07"",""14,709"""
"02/05/2024,""111.48"",""111.87"",""111.30"",""111.48"",""19,240"""
"02/02/2024,""110.70"",""111.22"",""110.55"",""111.27"",""19,595"""
"02/01/2024,""110.12"",""110.32"",""109.66"",""109.79"",""21,455"""
"01/31/2024,""110.76"",""110.80"",""109.99"",""110.12"",""14,920"""
"01/30/2024,""110.85"",""111.02"",""110.50"",""110.69"",""17,851"""
"01/29/2024,""110.36"",""110.68"",""110.24"",""110.51"",""15,877"""
"01/26/2024,""109.87"",""110.24"",""109.69"",""110.14"",""27,328"""
"01/25/2024,""109.27"",""110.06"",""109.15"",""110.04"",""9,153"""
"01/24/2024,""109.47"",""109.69"",""109.17"",""109.55"",""13,145"""
"01/23/2024,""108.59"",""109.12"",""108.40"",""108.90"",""19,214"""
"01/22/2024,""108.55"",""108.86"",""108.43"",""108.67"",""19,590"""
"01/19/2024,""107.65"",""107.95"",""107.46"",""107.64"",""17,841"""
"01/18/2024,""106.67"",""107.30"",""106.61"",""107.22"",""6,049"""
"01/17/2024,""106.72"",""106.83"",""106.42"",""106.78"",""15,530"""
"01/16/2024,""107.09"",""107.79"",""107.03"",""107.71"",""12,261"""
"01/15/2024,""107.68"",""107.75"",""107.44"",""107.54"",""11,565"""
"01/12/2024,""107.27"",""107.88"",""107.18"",""107.55"",""12,080"""
"01/11/2024,""107.76"",""107.83"",""106.66"",""106.76"",""7,661"""
"01/10/2024,""107.20"",""107.37"",""107.01"",""107.06"",""7,798"""
"01/09/2024,""107.09"",""107.16"",""106.59"",""107.10"",""13,485"""
"01/08/2024,""106.20"",""106.58"",""105.86"",""106.57"",""11,219"""
"01/05/2024,""106.21"",""106.57"",""105.92"",""106.43"",""19,676"""
"01/04/2024,""106.66"",""106.66"",""106.17"",""106.59"",""22,571"""
"01/03/2024,""106.97"",""107.16"",""106.45"",""106.59"",""21,705"""
"01/02/2024,""107.30"",""107.46"",""106.82"",""107.00"",""25,562"""
"12/29/2023,""107.14"",""107.25"",""106.58"",""106.62"",""8,978"""
"12/28/2023,""106.89"",""106.98"",""106.52"",""106.97"",""6,726"""
"12/27/2023,""107.06"",""107.17"",""106.20"",""106.30"",""26,788"""
"12/22/2023,""106.32"",""106.82"",""106.17"",""106.67"",""37,662"""
"12/21/2023,""106.47"",""106.60"",""106.06"",""106.34"",""11,267"""
"12/20/2023,""107.11"",""107.15"",""106.81"",""107.08"",""7,556"""
"12/19/2023,""106.68"",""106.88"",""106.58"",""106.85"",""14,093"""
"12/18/2023,""106.55"",""106.77"",""106.50"",""106.66"",""13,837"""
"12/15/2023,""106.35"",""106.84"",""106.28"",""106.77"",""10,595"""
"12/14/2023,""106.82"",""106.90"",""105.93"",""106.01"",""52,485"""
"12/13/2023,""105.96"",""106.09"",""105.85"",""105.93"",""5,521"""
"12/12/2023,""105.83"",""105.90"",""105.40"",""105.58"",""7,177"""
"12/11/2023,""105.48"",""105.87"",""105.18"",""105.69"",""8,006"""
"12/08/2023,""104.83"",""105.44"",""104.77"",""105.25"",""4,425"""
"12/07/2023,""104.42"",""104.84"",""104.26"",""104.64"",""9,596"""
"12/06/2023,""104.84"",""105.07"",""104.64"",""104.64"",""11,900"""
"12/05/2023,""103.97"",""104.45"",""103.71"",""104.45"",""12,777"""
"12/04/2023,""104.14"",""104.32"",""103.93"",""104.02"",""12,278"""
"12/01/2023,""103.56"",""104.17"",""103.45"",""104.15"",""13,818"""
"11/30/2023,""102.98"",""103.35"",""102.91"",""103.14"",""14,736"""
"11/29/2023,""102.50"",""103.04"",""102.47"",""102.65"",""5,869"""
"11/28/2023,""102.53"",""102.53"",""102.11"",""102.50"",""6,426"""
"11/27/2023,""102.62"",""102.80"",""102.44"",""102.72"",""4,926"""
"11/24/2023,""102.96"",""103.08"",""102.81"",""102.87"",""4,314"""
"11/23/2023,""103.08"",""103.20"",""102.93"",""103.13"",""3,279"""
"11/22/2023,""102.56"",""103.28"",""102.56"",""103.19"",""14,794"""
"11/21/2023,""102.48"",""102.55"",""102.22"",""102.39"",""11,403"""
"11/20/2023,""102.12"",""102.39"",""102.00"",""102.39"",""4,759"""
"11/17/2023,""102.58"",""102.64"",""102.19"",""102.22"",""5,490"""
"11/16/2023,""102.39"",""102.40"",""101.76"",""101.86"",""13,741"""
"11/15/2023,""102.21"",""102.74"",""102.21"",""102.59"",""15,791"""
"11/14/2023,""101.44"",""102.29"",""101.20"",""102.20"",""14,946"""
"11/13/2023,""101.17"",""101.49"",""101.10"",""101.45"",""4,184"""
"11/10/2023,""100.69"",""100.87"",""100.20"",""100.85"",""16,289"""
"11/09/2023,""100.90"",""101.30"",""100.78"",""101.05"",""3,863"""
"11/08/2023,""100.79"",""101.21"",""100.67"",""100.68"",""10,769"""
"11/07/2023,""100.42"",""101.19"",""100.41"",""101.09"",""9,993"""
"11/06/2023,""100.72"",""100.78"",""100.50"",""100.55"",""9,414"""
"11/03/2023,""100.52"",""100.72"",""100.20"",""100.67"",""6,748"""
"11/02/2023,""99.22"",""100.10"",""99.21"",""100.09"",""10,722"""
"11/01/2023,""97.98"",""98.90"",""97.82"",""98.70"",""10,351"""
"10/31/2023,""96.89"",""97.62"",""96.88"",""97.57"",""12,292"""
"10/30/2023,""97.33"",""97.44"",""96.57"",""96.88"",""12,958"""
"10/27/2023,""97.43"",""97.69"",""96.77"",""96.83"",""10,356"""
"10/26/2023,""97.30"",""97.81"",""97.20"",""97.51"",""12,497"""
"10/25/2023,""98.42"",""98.75"",""97.96"",""98.31"",""12,197"""
"10/24/2023,""97.78"",""98.91"",""97.67"",""98.72"",""13,889"""
"10/23/2023,""98.38"",""98.49"",""97.40"",""98.10"",""17,886"""
"10/20/2023,""99.15"",""99.36"",""98.40"",""98.43"",""12,372"""
"10/19/2023,""100.49"",""100.64"",""99.95"",""100.08"",""32,055"""
"10/18/2023,""101.55"",""101.65"",""101.12"",""101.24"",""2,974"""
"10/17/2023,""102.01"",""102.12"",""101.34"",""101.81"",""5,716"""
"10/16/2023,""101.64"",""102.31"",""101.23"",""102.19"",""10,369"""
"10/13/2023,""102.07"",""102.35"",""101.62"",""101.70"",""5,671"""
"10/12/2023,""102.26"",""102.52"",""102.20"",""102.35"",""5,342"""
"10/11/2023,""101.66"",""101.98"",""101.60"",""101.59"",""6,116"""
"10/10/2023,""101.35"",""102.00"",""101.16"",""101.95"",""8,192"""
"10/09/2023,""100.21"",""100.55"",""99.93"",""100.50"",""6,234"""
"10/06/2023,""99.80"",""100.09"",""99.35"",""99.88"",""9,801"""
"10/05/2023,""99.87"",""100.46"",""99.34"",""99.40"",""7,776"""
"10/04/2023,""99.22"",""99.69"",""99.07"",""99.51"",""19,822"""
"10/03/2023,""100.96"",""101.12"",""99.80"",""99.86"",""9,415"""
"10/02/2023,""101.01"",""101.50"",""100.67"",""101.06"",""10,811"""
"09/29/2023,""101.10"",""101.52"",""101.09"",""101.11"",""30,748"""
"09/28/2023,""101.03"",""101.03"",""100.40"",""100.87"",""8,100"""
"09/27/2023,""100.69"",""101.14"",""100.59"",""100.86"",""47,563"""
"09/26/2023,""101.02"",""101.07"",""100.40"",""100.52"",""14,626"""
"09/25/2023,""101.07"",""101.40"",""100.60"",""101.36"",""46,818"""
"09/22/2023,""101.10"",""101.55"",""101.06"",""101.46"",""11,726"""
"09/21/2023,""102.27"",""102.33"",""101.29"",""101.27"",""6,681"""
"09/20/2023,""102.95"",""103.18"",""102.86"",""102.98"",""12,937"""
"09/19/2023,""103.16"",""103.33"",""102.55"",""102.65"",""12,121"""
"09/18/2023,""103.60"",""103.60"",""103.05"",""103.14"",""9,356"""
"09/15/2023,""104.74"",""104.85"",""103.66"",""103.66"",""31,782"""
"09/14/2023,""103.04"",""104.14"",""102.83"",""104.18"",""25,801"""
"09/13/2023,""102.56"",""102.77"",""102.10"",""102.80"",""8,058"""
"09/12/2023,""103.04"",""103.14"",""102.78"",""102.81"",""12,617"""
"09/11/2023,""102.80"",""103.15"",""102.66"",""102.78"",""7,920"""
"09/08/2023,""102.45"",""102.72"",""102.17"",""102.69"",""7,819"""
"09/07/2023,""102.47"",""102.70"",""102.17"",""102.43"",""5,441"""
"09/06/2023,""103.12"",""103.12"",""102.70"",""102.74"",""6,530"""
"09/05/2023,""102.99"",""103.70"",""102.95"",""103.61"",""4,464"""
"09/04/2023,""103.50"",""103.65"",""103.24"",""103.22"",""9,320"""
"09/01/2023,""102.57"",""103.27"",""102.55"",""103.14"",""8,017"""
"08/31/2023,""102.23"",""102.88"",""102.23"",""102.67"",""2,833"""
"08/30/2023,""102.09"",""102.17"",""101.60"",""101.85"",""6,590"""
"08/29/2023,""101.49"",""102.02"",""101.30"",""102.02"",""6,983"""
"08/28/2023,""100.77"",""101.44"",""100.70"",""101.17"",""5,805"""
"08/25/2023,""100.31"",""100.60"",""100.00"",""100.37"",""9,770"""
"08/24/2023,""101.59"",""101.69"",""100.50"",""100.45"",""2,110"""
"08/23/2023,""100.09"",""100.74"",""100.09"",""100.72"",""3,891"""
"08/22/2023,""99.51"",""100.35"",""99.51"",""100.00"",""5,773"""
"08/21/2023,""99.21"",""99.55"",""99.01"",""99.03"",""6,556"""
"08/18/2023,""99.32"",""99.88"",""98.70"",""99.06"",""6,525"""
"08/17/2023,""100.20"",""100.34"",""99.80"",""99.86"",""8,592"""
"08/16/2023,""100.36"",""100.53"",""100.12"",""100.42"",""10,143"""
"08/14/2023,""100.96"",""101.50"",""100.92"",""101.33"",""4,416"""
"08/11/2023,""101.07"",""101.18"",""100.69"",""100.82"",""6,182"""
"08/10/2023,""101.36"",""101.91"",""101.08"",""101.47"",""12,878"""
"08/09/2023,""101.92"",""101.94"",""100.98"",""101.08"",""8,104"""
"08/08/2023,""101.34"",""101.64"",""101.01"",""101.13"",""3,400"""
"08/07/2023,""101.62"",""101.75"",""101.40"",""101.46"",""34,128"""
"08/04/2023,""102.05"",""102.24"",""101.43"",""101.68"",""3,885"""
"08/03/2023,""102.13"",""102.17"",""101.50"",""101.81"",""24,654"""
"08/02/2023,""102.47"",""103.87"",""102.01"",""102.20"",""7,235"""
"08/01/2023,""103.98"",""104.03"",""103.43"",""103.45"",""18,939"""
"07/31/2023,""103.44"",""103.78"",""103.34"",""103.65"",""13,182"""
"07/28/2023,""103.26"",""103.62"",""103.20"",""103.55"",""7,849"""
"07/27/2023,""102.75"",""103.93"",""102.60"",""103.71"",""4,746"""
"07/26/2023,""102.61"",""102.62"",""102.09"",""102.27"",""50,305"""
"07/25/2023,""102.32"",""102.75"",""102.17"",""102.58"",""11,159"""
"07/24/2023,""101.21"",""102.14"",""101.11"",""102.11"",""6,225"""
"07/21/2023,""101.27"",""101.64"",""101.26"",""101.53"",""5,882"""
"07/20/2023,""100.89"",""101.35"",""100.89"",""101.35"",""8,611"""
"07/19/2023,""100.98"",""101.49"",""100.81"",""101.35"",""7,612"""
"07/18/2023,""99.96"",""100.59"",""99.85"",""100.56"",""4,842"""
"07/17/2023,""99.84"",""100.18"",""99.74"",""100.08"",""24,388"""
"07/14/2023,""100.30"",""100.55"",""100.07"",""100.25"",""7,847"""
"07/13/2023,""100.26"",""100.47"",""100.22"",""100.33"",""7,284"""
"07/12/2023,""99.90"",""100.45"",""99.90"",""100.24"",""5,307"""
"07/11/2023,""99.44"",""99.81"",""99.20"",""99.69"",""3,958"""
"07/10/2023,""98.97"",""99.45"",""98.87"",""99.21"",""13,508"""
"07/07/2023,""99.68"",""99.90"",""99.50"",""99.65"",""23,050"""
"07/06/2023,""100.84"",""100.84"",""99.50"",""99.63"",""5,968"""
"07/05/2023,""101.16"",""101.31"",""100.85"",""101.29"",""14,200"""
"07/04/2023,""101.52"",""101.53"",""101.36"",""101.43"",""9,569"""
"07/03/2023,""101.41"",""101.70"",""101.20"",""101.26"",""13,036"""
"06/30/2023,""100.34"",""101.06"",""100.34"",""100.95"",""5,847"""
"06/29/2023,""99.90"",""100.20"",""99.67"",""100.13"",""9,423"""
"06/28/2023,""99.55"",""99.85"",""99.21"",""99.74"",""6,887"""
"06/27/2023,""99.03"",""99.10"",""98.58"",""99.00"",""3,374"""
"06/26/2023,""99.22"",""99.36"",""98.89"",""99.07"",""25,452"""
"06/23/2023,""99.30"",""99.84"",""99.03"",""99.23"",""12,742"""
"06/22/2023,""99.07"",""99.38"",""98.74"",""99.39"",""8,513"""
"06/21/2023,""100.19"",""100.40"",""99.54"",""99.71"",""5,519"""
"06/20/2023,""100.51"",""100.76"",""100.15"",""100.18"",""3,547"""
"06/19/2023,""101.00"",""101.13"",""100.77"",""100.77"",""7,112"""
"06/16/2023,""101.22"",""101.65"",""101.12"",""101.39"",""5,486"""
"06/15/2023,""101.20"",""101.28"",""100.40"",""101.06"",""40,642"""
"06/14/2023,""101.35"",""101.58"",""101.15"",""101.34"",""6,838"""
"06/13/2023,""100.83"",""101.32"",""100.70"",""101.37"",""7,535"""
"06/12/2023,""100.61"",""100.61"",""100.15"",""100.36"",""17,981"""
"06/09/2023,""99.90"",""100.50"",""99.69"",""100.18"",""10,710"""
"06/08/2023,""99.78"",""99.91"",""99.30"",""99.69"",""12,879"""
"06/07/2023,""100.36"",""100.43"",""100.01"",""100.16"",""7,419"""
"06/06/2023,""99.87"",""100.47"",""99.79"",""100.33"",""5,293"""
"06/05/2023,""100.12"",""100.48"",""99.83"",""100.06"",""7,769"""
"06/02/2023,""98.53"",""99.94"",""98.52"",""99.83"",""5,718"""
"06/01/2023,""97.99"",""98.16"",""97.42"",""98.04"",""12,560"""
"05/31/2023,""97.96"",""98.26"",""97.42"",""97.52"",""29,504"""
"05/30/2023,""98.69"",""98.86"",""98.00"",""98.10"",""35,070"""
"05/29/2023,""98.63"",""98.65"",""98.43"",""98.57"",""5,075"""
"05/26/2023,""97.32"",""98.52"",""96.99"",""98.34"",""16,196"""
"05/25/2023,""97.07"",""97.43"",""96.86"",""97.00"",""8,142"""
"05/24/2023,""97.07"",""97.07"",""96.36"",""96.54"",""6,247"""
"05/23/2023,""97.97"",""98.13"",""97.86"",""98.02"",""7,974"""
"05/22/2023,""98.06"",""98.31"",""97.85"",""98.29"",""12,287"""
"05/19/2023,""98.26"",""98.45"",""97.86"",""97.86"",""12,393"""
"05/18/2023,""97.30"",""98.01"",""97.30"",""97.92"",""7,020"""
"05/17/2023,""96.26"",""96.79"",""96.20"",""96.69"",""34,474"""
"05/16/2023,""96.46"",""96.63"",""96.25"",""96.45"",""14,905"""
"05/15/2023,""96.65"",""96.82"",""96.18"",""96.59"",""9,190"""
"05/12/2023,""96.12"",""96.54"",""96.08"",""96.20"",""4,100"""
"05/11/2023,""96.43"",""96.45"",""95.60"",""95.85"",""28,276"""
"05/10/2023,""95.63"",""96.01"",""95.44"",""95.64"",""8,255"""
"05/09/2023,""95.64"",""95.84"",""95.48"",""95.72"",""6,373"""
"05/08/2023,""95.34"",""95.66"",""95.23"",""95.53"",""11,627"""
"05/05/2023,""94.28"",""95.32"",""94.20"",""95.22"",""41,080"""
"05/04/2023,""94.12"",""94.26"",""93.64"",""94.06"",""16,140"""
"05/03/2023,""94.79"",""94.96"",""94.40"",""94.44"",""5,145"""
"05/02/2023,""95.88"",""95.98"",""94.35"",""94.38"",""13,018"""
"04/28/2023,""95.11"",""95.54"",""94.79"",""95.25"",""3,554"""
"04/27/2023,""93.98"",""94.54"",""93.88"",""94.52"",""8,552"""
"04/26/2023,""94.56"",""94.56"",""93.48"",""93.97"",""10,564"""
"04/25/2023,""94.78"",""94.93"",""94.65"",""94.82"",""3,388"""
"04/24/2023,""95.27"",""95.40"",""95.05"",""95.04"",""4,654"""
"04/21/2023,""95.66"",""95.71"",""95.28"",""95.41"",""4,687"""
"04/20/2023,""95.89"",""95.94"",""95.45"",""95.68"",""4,876"""
"04/19/2023,""95.97"",""96.04"",""95.70"",""95.92"",""3,988"""
"04/18/2023,""96.28"",""96.65"",""96.05"",""96.13"",""9,863"""
"04/17/2023,""95.90"",""96.22"",""95.80"",""96.13"",""10,992"""
"04/14/2023,""95.31"",""95.87"",""95.20"",""95.43"",""5,563"""
"04/13/2023,""95.05"",""95.09"",""94.54"",""94.95"",""53,256"""
"04/12/2023,""95.43"",""95.92"",""94.83"",""95.03"",""4,797"""
"04/11/2023,""95.75"",""95.77"",""95.38"",""95.52"",""10,579"""
"04/06/2023,""94.96"",""95.10"",""94.71"",""94.83"",""15,795"""
"04/05/2023,""95.05"",""95.05"",""94.60"",""94.63"",""5,881"""
"04/04/2023,""95.78"",""96.05"",""94.90"",""94.98"",""5,714"""
"04/03/2023,""95.89"",""95.89"",""95.45"",""95.47"",""24,871"""
"03/31/2023,""94.51"",""95.30"",""94.45"",""95.30"",""3,016"""
"03/30/2023,""94.47"",""94.56"",""94.06"",""94.36"",""11,291"""
"03/29/2023,""93.66"",""93.94"",""93.60"",""93.87"",""12,095"""
"03/28/2023,""93.60"",""93.60"",""92.90"",""93.03"",""3,164"""
"03/27/2023,""94.06"",""94.06"",""93.24"",""93.32"",""7,953"""
"03/24/2023,""92.82"",""93.00"",""92.27"",""92.66"",""27,541"""
"03/23/2023,""92.51"",""93.27"",""92.25"",""93.01"",""35,646"""
"03/22/2023,""93.58"",""93.90"",""93.44"",""93.52"",""3,380"""
"03/21/2023,""93.21"",""93.62"",""93.11"",""93.25"",""9,592"""
"03/20/2023,""92.20"",""93.01"",""91.70"",""92.67"",""13,312"""
"03/17/2023,""93.88"",""94.04"",""92.49"",""92.69"",""8,961"""
"03/16/2023,""92.93"",""93.54"",""92.08"",""93.40"",""20,214"""
"03/15/2023,""92.57"",""92.75"",""91.50"",""92.09"",""41,220"""
"03/14/2023,""91.97"",""93.12"",""91.65"",""92.84"",""13,082"""
"03/13/2023,""93.05"",""93.14"",""90.91"",""91.82"",""59,381"""
"03/10/2023,""93.57"",""94.23"",""92.80"",""93.65"",""14,827"""
"03/09/2023,""95.93"",""96.19"",""95.59"",""95.80"",""3,048"""
"03/08/2023,""95.90"",""96.21"",""95.86"",""96.00"",""13,470"""
"03/07/2023,""96.34"",""96.63"",""96.00"",""96.00"",""6,846"""
"03/06/2023,""96.63"",""96.71"",""96.31"",""96.59"",""10,402"""
"03/03/2023,""95.59"",""96.28"",""95.41"",""96.31"",""2,805"""
"03/02/2023,""94.14"",""94.94"",""94.08"",""94.87"",""22,030"""
"03/01/2023,""95.21"",""95.30"",""94.20"",""94.30"",""10,966"""
"02/28/2023,""95.02"",""95.46"",""94.85"",""95.14"",""21,878"""
"02/27/2023,""95.61"",""95.98"",""95.46"",""95.52"",""5,091"""
"02/24/2023,""95.94"",""96.05"",""94.71"",""94.98"",""3,554"""
"02/23/2023,""95.97"",""96.31"",""95.58"",""95.60"",""4,539"""
"02/22/2023,""95.47"",""95.72"",""95.18"",""95.52"",""5,315"""
"02/21/2023,""96.44"",""96.48"",""95.63"",""95.63"",""6,135"""
"02/20/2023,""96.75"",""96.83"",""96.57"",""96.66"",""5,189"""
"02/17/2023,""96.79"",""96.98"",""96.40"",""96.44"",""3,684"""
"02/16/2023,""98.00"",""98.10"",""97.00"",""97.59"",""16,328"""
"02/15/2023,""96.90"",""97.60"",""96.80"",""97.55"",""22,638"""
"02/14/2023,""97.45"",""97.61"",""96.89"",""96.89"",""3,162"""
"02/13/2023,""96.82"",""97.41"",""96.78"",""97.38"",""7,251"""
"02/10/2023,""96.38"",""96.83"",""96.14"",""96.74"",""4,467"""
"02/09/2023,""97.76"",""97.80"",""97.17"",""97.21"",""11,184"""
"02/08/2023,""97.66"",""97.70"",""97.00"",""97.02"",""4,941"""
"02/07/2023,""97.04"",""97.23"",""96.84"",""97.01"",""4,166"""
"02/06/2023,""96.63"",""96.85"",""96.23"",""96.87"",""16,016"""
"02/03/2023,""96.76"",""97.36"",""96.37"",""97.38"",""13,576"""
"02/02/2023,""95.68"",""97.04"",""95.57"",""97.04"",""7,384"""
"02/01/2023,""95.53"",""95.53"",""94.92"",""95.07"",""10,160"""
"01/31/2023,""94.97"",""95.16"",""94.35"",""95.09"",""9,658"""
"01/30/2023,""95.15"",""95.34"",""94.65"",""95.28"",""4,948"""
"01/27/2023,""95.30"",""95.94"",""95.28"",""95.75"",""12,594"""
"01/26/2023,""94.71"",""95.33"",""94.71"",""95.11"",""9,652"""
"01/25/2023,""94.67"",""94.67"",""93.40"",""93.96"",""9,525"""
"01/24/2023,""94.88"",""94.88"",""94.43"",""94.80"",""7,699"""
"01/23/2023,""93.77"",""95.12"",""93.62"",""94.95"",""8,567"""
"01/20/2023,""93.25"",""93.61"",""92.84"",""93.62"",""24,297"""
"01/19/2023,""93.54"",""93.55"",""92.76"",""92.94"",""59,806"""
"01/18/2023,""94.54"",""94.86"",""94.10"",""94.17"",""10,994"""
"01/17/2023,""94.13"",""94.77"",""93.98"",""94.43"",""12,082"""
"01/16/2023,""94.27"",""94.41"",""94.01"",""94.30"",""6,455"""
"01/13/2023,""93.80"",""94.05"",""93.35"",""93.98"",""3,085"""
"01/12/2023,""93.93"",""94.18"",""93.42"",""93.73"",""6,477"""
"01/11/2023,""93.01"",""93.42"",""92.94"",""93.42"",""3,320"""
"01/10/2023,""92.58"",""92.80"",""92.34"",""92.65"",""6,229"""
"01/09/2023,""93.03"",""93.55"",""92.91"",""93.64"",""6,921"""
"01/06/2023,""92.27"",""93.07"",""92.15"",""92.93"",""4,080"""
"01/05/2023,""92.01"",""92.50"",""91.88"",""92.02"",""6,818"""
"01/04/2023,""91.93"",""92.34"",""91.80"",""92.34"",""5,251"""
"01/03/2023,""91.91"",""92.94"",""91.65"",""91.72"",""10,813"""
"01/02/2023,""91.73"",""92.30"",""91.54"",""92.25"",""4,005"""
"12/30/2022,""90.96"",""91.03"",""90.21"",""90.44"",""8,156"""
"12/29/2022,""90.31"",""91.32"",""90.14"",""91.26"",""15,946"""
"12/28/2022,""91.30"",""91.38"",""90.52"",""90.64"",""11,284"""
"12/27/2022,""92.10"",""92.10"",""90.90"",""91.10"",""3,701"""
"12/23/2022,""91.00"",""91.42"",""90.36"",""90.88"",""4,759"""
"12/22/2022,""92.10"",""92.24"",""90.70"",""90.77"",""3,790"""
"12/21/2022,""91.06"",""92.15"",""90.85"",""92.13"",""8,868"""
"12/20/2022,""90.18"",""90.96"",""90.01"",""90.46"",""4,925"""
"12/19/2022,""91.40"",""91.73"",""90.91"",""90.91"",""9,047"""
"12/16/2022,""91.85"",""91.88"",""90.85"",""91.14"",""14,622"""
"12/15/2022,""93.63"",""93.97"",""91.73"",""91.80"",""26,949"""
"12/14/2022,""94.76"",""95.15"",""94.31"",""94.96"",""19,371"""
"12/13/2022,""94.54"",""96.28"",""94.33"",""94.93"",""3,676"""
"12/12/2022,""93.76"",""94.04"",""93.40"",""93.97"",""4,223"""
"12/09/2022,""94.28"",""94.65"",""93.95"",""94.51"",""2,537"""
"12/08/2022,""93.80"",""94.31"",""93.66"",""93.95"",""1,442"""
"12/07/2022,""94.23"",""94.32"",""93.13"",""93.65"",""9,099"""
"12/06/2022,""95.23"",""95.51"",""94.10"",""94.19"",""5,571"""
"12/05/2022,""96.00"",""96.10"",""95.36"",""95.45"",""2,743"""
"12/02/2022,""96.19"",""96.47"",""95.47"",""96.23"",""16,012"""
"12/01/2022,""97.36"",""97.44"",""96.33"",""96.50"",""5,647"""
"11/30/2022,""95.64"",""95.84"",""95.25"",""95.87"",""5,322"""
"11/29/2022,""95.66"",""95.78"",""95.07"",""95.06"",""3,382"""
"11/28/2022,""95.52"",""95.58"",""94.50"",""95.32"",""6,912"""
"11/25/2022,""96.02"",""96.26"",""95.86"",""95.96"",""3,385"""
"11/24/2022,""95.91"",""96.37"",""95.87"",""96.20"",""3,318"""
"11/23/2022,""95.79"",""96.07"",""95.65"",""96.07"",""17,125"""
"11/22/2022,""95.10"",""95.67"",""94.89"",""95.76"",""12,947"""
"11/21/2022,""95.08"",""95.37"",""94.89"",""95.10"",""9,574"""
"11/18/2022,""94.40"",""95.24"",""94.31"",""94.79"",""28,100"""
"11/17/2022,""94.92"",""94.92"",""93.75"",""94.10"",""3,855"""
"11/16/2022,""95.38"",""95.78"",""94.38"",""94.56"",""6,565"""
"11/15/2022,""95.19"",""96.12"",""94.90"",""95.78"",""11,272"""
"11/14/2022,""95.52"",""95.70"",""95.18"",""95.13"",""4,260"""
"11/11/2022,""96.00"",""96.00"",""95.00"",""95.01"",""8,796"""
"11/10/2022,""92.58"",""95.31"",""92.55"",""95.13"",""10,731"""
"11/09/2022,""93.68"",""93.80"",""93.00"",""93.17"",""11,480"""
"11/08/2022,""93.40"",""94.07"",""93.40"",""93.97"",""6,641"""
"11/07/2022,""93.03"",""93.76"",""93.03"",""93.30"",""14,176"""
"11/04/2022,""93.60"",""95.00"",""92.70"",""93.06"",""4,082"""
"11/03/2022,""93.53"",""95.00"",""92.69"",""93.50"",""8,367"""
"11/02/2022,""95.33"",""95.33"",""94.18"",""94.30"",""37,933"""
"11/01/2022,""95.04"",""95.57"",""94.50"",""94.75"",""23,164"""
"10/31/2022,""94.30"",""94.80"",""93.99"",""94.57"",""10,921"""
"10/28/2022,""92.05"",""93.90"",""92.00"",""93.73"",""4,577"""
"10/27/2022,""92.67"",""93.50"",""92.40"",""93.17"",""7,189"""
"10/26/2022,""92.81"",""93.48"",""92.50"",""93.36"",""15,095"""
"10/25/2022,""92.94"",""93.29"",""92.42"",""93.13"",""1,720"""
"10/24/2022,""92.49"",""93.07"",""91.72"",""92.31"",""29,567"""
"10/21/2022,""91.28"",""91.99"",""90.80"",""91.69"",""10,733"""
"10/20/2022,""91.61"",""92.64"",""91.11"",""92.11"",""2,374"""
"10/19/2022,""92.67"",""92.67"",""91.80"",""92.03"",""8,976"""
"10/18/2022,""92.20"",""93.05"",""91.76"",""91.80"",""15,705"""
"10/17/2022,""90.93"",""92.03"",""90.55"",""91.67"",""16,374"""
"10/14/2022,""92.07"",""92.50"",""90.83"",""90.90"",""9,111"""
"10/13/2022,""90.12"",""91.03"",""88.60"",""90.52"",""5,992"""
"10/12/2022,""90.79"",""91.19"",""90.48"",""90.55"",""4,419"""
"10/11/2022,""90.54"",""90.94"",""90.12"",""90.77"",""6,726"""
"10/10/2022,""91.77"",""92.26"",""91.25"",""91.52"",""2,544"""
"10/07/2022,""93.28"",""93.68"",""91.99"",""91.93"",""12,282"""
"10/06/2022,""93.56"",""94.20"",""93.00"",""93.82"",""1,178"""
"10/05/2022,""92.95"",""93.28"",""92.77"",""93.03"",""8,084"""
"10/04/2022,""92.37"",""93.18"",""92.37"",""93.20"",""4,444"""
"10/03/2022,""90.23"",""91.46"",""89.29"",""91.28"",""10,616"""
"09/30/2022,""91.03"",""91.69"",""90.70"",""91.34"",""3,954"""
"09/29/2022,""92.54"",""92.56"",""90.60"",""90.81"",""8,415"""
